index,ground_truth,ocr_output,cer
2148,public of the change .,peebles of the cleavage .,0.3636
2149,"asked to help . To begin with , both tempe-","asked to help . To begin with , both tempe-",0.0
2150,The press and the broadcasting authorities are,The press and the broadcasting authorities are,0.0
2151,start if they had taken more pains to,start if they had taken more pains to,0.0
2152,centigrade would have got off to a better,centigrade would have got off to a better,0.0
2153,"however , seems a matter of the convenience","however , seems a matter of the convenience",0.0
2154,"the measurement of temperatures . This ,","the measurement of temperatures . This ,",0.0
2155,"to be put out for the sake of 50,000 is there","to be put out for the sake of 50,000 is there",0.0
2156,any reason why the centigrade countries,any reason why the centigrade countries,0.0
2157,of specialists . The ordinary British man,of specialists . The ordinary British man,0.0
2158,It is true that SIR GRAHAM said there is,It is true that SIR GRAHAM said there is,0.0
2159,"at the moment "" an awful mess up "" in","at the moment "" an awful mess up "" in",0.0
2160,and woman is conscious of no difficulty .,and woman is conscious of no difficulty .,0.0
2161,Rather than fifty million people having,Rather than fifty million people having,0.0
2162,should not change to fahrenheit ?,should not change to fahrenheit ?,0.0
2163,system of recording temperatures .,system of recording temperatures .,0.0
2164,public to go over to decimal coinage - in certain,public to go over to decimal coinage - in certain,0.0
2165,suit their convenience - rather than to change their,suit their convenience - rather than to change their,0.0
2166,Even then it might be easier to persuade the British,Even then it might be easier to persuade the British,0.0
2167,have to call up the reinforcement of the Common Market .,have to call up the reinforcement of the Common Market,0.0357
2168,circumstances the time would come when this would,circumstances the time would come when this would,0.0
2169,strably better than the other ? The centigraders may,strably better than the other ? The centigraders may,0.0
2170,be in for a stiffer fight than they think . They may,be in for a stiffer fight than they think . They may,0.0
2171,Can it be shown that the one scale is demon-,Can it be shown that the one scale is demon-,0.0
2172,became very unpopular .,became very unpopular .,0.0
2173,roped in . The only result was,roped in . The only result was,0.0
2174,that the well-meaning corporation,that the well-meaning corporation,0.0
2175,"Once before , and that not so long ago , the","Once before , and that not so long ago , the",0.0
2176,"clock . Then , also , the B.B.C. were","clock . Then , also , the B.B.C. were",0.0
2177,"In any case , fahrenheit need not lose heart .","In any case , fahrenheit need not lose heart .",0.0
2178,the adoption of the twenty-four hour,the adoption of the twenty-four hour,0.0
2179,authorities ganged up to alter the habits,authorities ganged up to alter the habits,0.0
2180,of the people . That effort was to enforce,of people . That effort was to enforce,0.0952
2181,the murder of Patrice Lumumba . Her,the murder of Patrice Lumumba . Her,0.0
2182,stands at the centre of an international,stands at the centre of an international,0.0
2183,storm . Belgium is accused - without a,storm . Belgium is accused - without a,0.0
2184,scrap of evidence - of being implicated in,scrap of evidence - of being implicated in,0.0
2185,A BAFFLED and bewildered little country,A BAFFLED and been : 1Dered little country,0.1795
2186,"leaders are insulted , her embassies are","leaders are insulted , her embassies are",0.0
2187,attacked in a score of countries .,attacked in a score of countries .,0.0
2188,will not admit they were wrong . So,will not admit they were wrong . So,0.0
2189,"trouble in the Congo , orders every Belgian","trouble in the Congo , orders every Belgian",0.0
2190,is made their scapegoat .,is made their scapegoat .,0.0
2191,citizen to quit his country . HOUNDING,citizen to quit his country . HOUNDING,0.0
2192,has done more than most to stir up,has done more than most to stir up,0.0
2193,"In Ghana , President Nkrumah , who","In Ghana , President Nkrumah , who",0.0
2194,said the Congolese could govern themselves,said the Congolese could govern themselves,0.0
2195,Belgium has become an international,Belgium has become an international,0.0
2196,"troubles , mourning a terrible air crash ,","troubles , mourning a terrible air crash ,",0.0
2197,"Belgium , bowed down by internal","Belgium , bowed down by internal",0.0
2198,pastime . Why ? Because those who,pastime . Why ? Because those who,0.0
2199,larders been so well stocked .,larders been so well stocked .,0.0
2200,Who will speak for Belgium ? Who else but,Who will speak for Belgium ? Who else but,0.0
2201,Britain . We have fought beside Belgium,Britain . We have fought beside Belgium,0.0
2202,families ! Never before have Britain's,families ! Never before have Britain's,0.0
2203,Britain should champion Belgium . Not,Britain should champion Belgium . Not,0.0
2204,"with the careful , hooded language of diplomacy ,","with the careful , hooded language of diplomacy ,",0.0
2205,in two world wars . We are allies still .,in two world wars . We are allies still .,0.0
2206,but boldly and fearlessly . It is time to,but boldly and fearlessly . It is time to,0.0
2207,"desert her friends . HAPPY , happy","desert her friends . HAPPY , happy",0.0
2208,show the world that this country does not,show the world that this country does not,0.0
2209,splendid variety of goods to choose from .,splendid variety of goods to choose from .,0.0
2210,substantially higher last year than in 1959 .,substantially higher last year than in 1959 .,0.0
2211,abundance . Now it is mother who,abundance . Now it is mother who,0.0
2212,Supplies of meat and dairy produce were,Supplies of meat and dairy produce were,0.0
2213,Not so long ago older folk were reminding,Not so long ago older folk were reminding,0.0
2214,picks up recipes from # her daughter .,picks up recipes from # her daughter .,0.0
2215,"shortages , of the good old days of","shortages , of the good old days of",0.0
2216,"Lucky , lucky housewives ! To have such a","Lucky , lucky housewives ! To have such a",0.0
2217,"young wives , # harassed by","young wives , # harassed by",0.0
2218,"television network , N.B.C. And hour after hour it poured out its","television network , N.B.C. And hour after hour it poured out its",0.0
2219,"Britain today ! "" THIS is colour day , "" proclaimed the American","Britain today ! "" THIS is colour day , "" proclaimed the American",0.0
2220,The dinner table is the best answer to the grumblers in,The dinner table is the best answer to the grumblers in,0.0
2221,programmes in bright colours . In America colour TV is five years,programmes in bright colours . In America colour TV is five years,0.0
2222,"The B.B.C. is ready to launch a colour TV service , but the","The B.B.C. is ready to launch a colour TV service , but the",0.0
2223,"old . There are already 600,000 sets in use . What about Britain ?","old . There are already 600,000 sets in use . What about Britain ?",0.0
2224,commercial TV contractors want to delay it for 10 years .,commercial TV contractors want to delay it for 10 years .,0.0
2225,The Government should settle this argument with two words to,The Government should settle this argument with two words to,0.0
2226,by the deaths of two elderly sisters who killed themselves because,by the deaths of two elderly sisters who killed themselves because,0.0
2227,"Newmarket urban council , says : "" I shall always feel this as a","Newmarket urban council , says : "" I shall always feel this as a",0.0
2228,"they had to leave their cottage . Mr. John Crabb , clerk to","they had to leave their cottage . Mr. John Crabb , clerk to",0.0
2229,the B.B.C. : - Go ahead ! ONE man beyond all others is saddened,the B.B.C. : - Go ahead ! ONE man beyond all others is saddened,0.0
2230,"personal failure . ""","personal failure . """,0.0
2231,sisters had to quit as their home was falling down . And Mr. Crabb,irators had to quit as their home was falling down . And Mr. Crabb,0.0606
2232,"did his best for them , even driving them to a new house . John","did his best for them , even driving them to a new house . John",0.0
2233,does not want his daughter to marry a Scotsman .,does not want his daughter to marry a Scotsman .,0.0
2234,There is no reason whatsoever why he should reproach himself . The,There is no reason whatsoever why he should reproach himself . The,0.0
2235,often lacking in officialdom . MR. HENRY NEWTON of Acton,often lacking in officialdom . MR. HENRY NEWTON of Acton,0.0
2236,Crabb has the qualities of sympathy and understanding . Too,Crabb has the qualities of sympathy and understanding . Too,0.0
2237,be in England . The first ruler of the United Kingdom was a,be in England . The first ruler of the United Kingdom was a,0.0
2238,He says that the Scots are foreigners who have no business to,He says that the Scots are foreigners who have no business to,0.0
2239,Scot . The Lord Chancellor is a Scot . The Prime Minister is a,Scot . The Lord Chancellor is a Scot . The Prime Minister is a,0.0
2240,may be guilty of rebellion !,may be guilty of rebellion !,0.0
2241,Scot - and so were four of his predecessors this # century .,Scot - and so were four of his predecessors this # century .,0.0
2242,Let Mr. Newton beware . By protesting against Scotland he,Let Mr. Newton beware . By protesting against Scotland he,0.0
2243,company will sign on again .,company will sign on again .,0.0
2244,His ex-Eoka Government decides that Cyprus will join it for,His ex-Eoka Government decides that Cyprus will join it for,0.0
2245,safe bet that at the end of five years Makarios and,safe bet that at the end of five years Makarios and,0.0
2246,all the trading benefits of Imperial Preference . It is a,all the trading benefits of Imperial Preference . It is a,0.0
2247,to subsidise and defend the Cypriots . They will enjoy,to subsidise and defend the Cypriots . They will enjoy,0.0
2248,ARCHBISHOP MAKARIOS puts the Commonwealth on trial .,ARCHBISHOP MAKARIOS puts the Commonwealth on trial .,0.0
2249,five years . During this period Britain will be expected,five years . During this period Britain will be expected,0.0
2250,It is equally certain that the British Government,It is equally certain that the British Government,0.0
2251,the British people . And tell Makarios they are not,the British people . And tell Makarios they are not,0.0
2252,"for the week-end . Ford Motors are to put 13,000","for the week-end . Ford Motors are to put 13,000",0.0
2253,prepared to accept him on such terms . GOOD cheer,prepared to accept him on such terms . GOOD cheer,0.0
2254,men back on a five-day week .,men back on a five-day week .,0.0
2255,"will welcome them . How splendid it would be if , just","will welcome them . How splendid it would be if , just",0.0
2256,"for once , the Government were to voice the real feelings of","for once , the Government were to voice the real feelings of",0.0
2257,"springtime approaches , orders pick up . And the car men get","springtime approaches , orders pick up . And the car men get",0.0
2258,ready for another bustling season . The pessimists,ready for another bustling season . The pessimists,0.0
2259,proved right . EARL RUSSELL and his friends have,proved right . EARL RUSSELL and his friends have,0.0
2260,hit on an original way of spending this afternoon .,hit on an original way of spending this afternoon .,0.0
2261,One more demonstration of the industry's recovery . As,One more demonstration of the industry's recovery . As,0.0
2262,said the motor industry was on its knees . The optimists,said the motor industry was on its knees . The optimists,0.0
2263,"said "" Nonsense . "" As usual , the optimists have been","said "" Nonsense . "" As usual , the optimists have been",0.0
2264,They intend to sit outside the Ministry of Defence . It is,"They intend to sit outside the Ministry of Defence , It is",0.0172
2265,their protest against the H-bomb . They ought to have a,their protest against the H-bomb . They ought to have a,0.0
2266,Whitehall should be deserted . And they will have a fine view,Whitehall should be deserted . And they will have a fine view,0.0
2267,"of St. James's Park , with its placid lake , pelicans ,","of St. James's Park , with its placid lake , pelicans ,",0.0
2268,"pleasant time . The weather forecast is good ; except for them ,","pleasant time . The weather forecast is good ; except for them ,",0.0
2269,"rare ducks , and other wild life .","rare ducks , and other wild life .",0.0
2270,in an extra two or three evenings . And they never,in an extra two or three evenings . And they never,0.0
2271,Head for the parks to enjoy the sun . Not in,Head for the parks to enjoy the sun . Not in,0.0
2272,"a foolish cause , but in a glorious one . Good health !","a foolish cause ' , but in a glorious one , Good health !",0.0545
2273,go on strike .,go on strike .,0.0
2274,"THIS group of men , says a report , work on average","THIS group of men , says a report , work on average",0.0
2275,Why not follow Lord Russell's lead today ?,Why not follow Lord Russell's lead today ?,0.0
2276,between 55 and 60 hours a week . They also put,between 55 and 60 hours a week . They also put,0.0
2277,employers . THE Labour Party says that the Tory,employers . THE Labour Party says that the Tory,0.0
2278,Who are they ? The trade union officials of Britain .,Who are they ? The trade union officials of Britain .,0.0
2279,labour market . The unions are fortunate indeed to,labour market . The unions are fortunate indeed to,0.0
2280,Men who earn only a fraction of what their,Men who earn only a fraction of what their,0.0
2281,time the members decided to pay up and be good,time the members decided to pay up and be good,0.0
2282,Government is destroying the social services .,Government is destroying the social services .,0.0
2283,talents and responsibilities could bring in the open,talents and responsibilities could bring in the open,0.0
2284,find dedicated leaders at cut-rate prices . But it is,find dedicated leaders at cut-rate prices . But it is,0.0
2285,"whose husband made her clean his uniform , wins","whose husband made her clean his uniform , wins",0.0
2286,national income was spent on social services . The,national income was spent on social services . The,0.0
2287,as a serf .,as a serf.,0.0909
2288,worthwhile targets for the Opposition . What a pity,worthwhile targets for the Opposition . What a pity,0.0
2289,present figure is 19.5 per cent. There are many,present figure is 19.5 per cent. There are many,0.0
2290,a divorce . The judge says she had to act almost,a divorce . The judge says she had to act almost,0.0
2291,Under the Labour Government 18.1 per cent of the,Under the Labour Government 18.1 per cent of the,0.0
2292,"to aim at the wrong one ! MRS. MARCIA POWER ,","to aim at the wrong one ! MRS. MARCIA POWER ,",0.0
2293,they would never behave like that . But do they ever,they would never behave like that . But do they ever,0.0
2294,box of chocolates or a bunch of flowers !,box of chocolates or a bunch of flowers !,0.0
2295,"returned to the shed ; their books tidied ; and often ,","returned to the shed ; their books tidied ; and often ,",0.0
2296,Up and down the country husbands will be saying,Up and down the country husbands will be saying,0.0
2297,even their shoes cleaned ? How wonderful if they,even their shoes cleaned ? How wonderful if they,0.0
2298,showed their appreciation this morning with a surprise,showed their appreciation this morning with a surprise,0.0
2299,ponder how their gardening tools are mysteriously,ponder how their gardening tools are mysteriously,0.0
2300,Secretary . Suddenly everything changed . Timetables were,Secretary . Suddenly everything changed . Timetables were,0.0
2301,Federal Government were getting valuable experience in,Federal Government were getting valuable experience in,0.0
2302,administration . Then Mr. Iain Macleod became Colonial,administration . Then Mr. Iain Macleod became Colonial,0.0
2303,scrapped . The ill-conceived Monckton Commission was,scrapped . The ill-conceived Monckton Commission was,0.0
2304,politicians were inflated into international figures .,politicians were inflated into international figures .,0.0
2305,in Rhodesia ! Eighteen months ago this territory,in Rhodesia ! Eighteen months ago this territory,0.0
2306,HOW the Government must repent its haste and folly,HOW the Government must repent its haste and folly,0.0
2307,"was peaceful , orderly , and thriving . Africans within the","was peaceful , orderly , and thriving . Africans within the",0.0
2308,"rushed out to Rhodesia . Overnight , minor African","reushed out to Rhodesia . Overnight , minor African",0.02
2309,No wonder there is doubt and fearful heart-searching .,No wonder there is doubt and fearful heart-searching .,0.0
2310,"TODAY , in London , that rash and thoughtless policy has","TODAY , in London , that rash and thoughtless policy has",0.0
2311,difficulties from African politicians greedy for power .,difficulties from African politicians greedy for power .,0.0
2312,"of change , so the Africans stepped up their demands .","of change , so the Africans stepped up their demands .",0.0
2313,caused a crisis - a crisis that never should have happened .,caused a crisis - a crisis that never should have happened .,0.0
2314,Africans control in Northern Rhodesia it may indeed face,Africans control in Northern Rhodesia it may indeed face,0.0
2315,If the Government now reverses its plan to give the,If the Government now reverses its plan to give the,0.0
2316,And as the British Government stepped up the pace,And as the British Government stepped up the pace,0.0
2317,fastest ? That is the exciting competition going on,fastest ? That is the exciting competition going on,0.0
2318,Macmillan and his ministers there is no choice . They,Macmillan and his ministers there is no choice . They,0.0
2319,But if it fails to modify that plan Rhodesia may well,But if it fails to modify that plan Rhodesia may well,0.0
2320,among Britain's major industries .,among Britain's major industries .,0.0
2321,repair the damage they have done . WHO can grow the,repair the damage they have done . WHO can grow the,0.0
2322,"be plunged into chaos , like the Congo . For Mr.","be plunged into chaos , like the Congo . For Mr.",0.0
2323,must safeguard Rhodesia against chaos . And try to,must safeguard Rhodesia against chaos . And try to,0.0
2324,factory building this year is likely to be 40 per cent,factory building this year is likely to be 40 per cent,0.0
2325,their faith with cash .,their faith with cash .,0.0
2326,"Top of the table , at the moment , is the chemical industry .","Top of the table , at the moment , is the chemical industry .",0.0
2327,up on 1960 . Britain's business men are right to back,up on 1960 . Britain's business men are right to back,0.0
2328,tremendous upsurge in investment . It reports that new,tremendous upsurge in investment . It reports that new,0.0
2329,Even the staid and timid Treasury is cheered by the,Even the staid and timid Treasury is cheered by the,0.0
2330,"Then comes engineering , followed by iron and steel .","Then comes engineering , followed by iron and steel .",0.0
2331,the 88-year-old standard bearer of the Ban-,the 88-year-old standard bearer of the Ban-,0.0
2332,"prosperity tomorrow . BERTRAND RUSSELL ,","prosperity tomorrow . BERTRAND RUSSELL ,",0.0
2333,issues of our time .,issues of our times .,0.05
2334,"the-Bomb crusade , has devoted following .","the-Bomb crusade , has devoted following .",0.0
2335,too . It is said by some that he is a saint ; by,too . It is said by some that he is a saint ; by,0.0
2336,"others that he is a prophet . He is , in fact , a","others that he is a prophet . He is , in fact , a",0.0
2337,For expansion today means still greater,For expansion today means still greater,0.0
2338,philosopher with a highly developed sense of publicity,philosopher with a highly developed sense of publicity,0.0
2339,who has been spectacularly wrong on the great,who has been spectacularly wrong on the great,0.0
2340,Thousands march with him - and sit with him,Thousands march with him - and sit with him,0.0
2341,that freedom last if their policies were adopted ?,that freedom last if their policies were adopted ?,0.0
2342,to welcome Hitler's troops as tourists .,to welcome Hitler's troops as tourists .,0.0
2343,After the war he favoured a preventive war against,After the war he favoured a preventive war against,0.0
2344,defences . Throughout the years Lord Russell,defenem . Throughout the years Lord Russell,0.0455
2345,and his supporters have been able to pursue their,and his supporters have been able to pursue their,0.0
2346,Russia . Now he wants Britain to demolish her,Russia . Now he wants Britain to demolish her,0.0
2347,ask themselves this question : How long would,ask themselves this question : How long would,0.0
2348,eccentric campaigns in freedom . They should,eccentric campaigns in freedom . They should,0.0
2349,BEFORE the war he urged the British people,BEFORE the new he urged the British people,0.0714
2350,has been appointed to smooth out difficulties for,has been appointed to smooth out difficulties for,0.0
2351,"Happy patrolling , Mr. Finlay !","Happy patrolling , Mr. Finlay !",0.0
2352,householders when trenches are dug outside their,householders when trenches are dug outside their,0.0
2353,"mile route in Surrey . A warden , Mr. Jack Finlay ,","mile route in Surrey . A warden , Mr. Jack Finlay ,",0.0
2354,front gates . Splendid . By showing concern,front gates . Splendid . By showing concern,0.0
2355,AN experiment in courtesy is launched by the Electricity,AN experiment in courtesy is launched by the Electricity,0.0
2356,Board . The board is laying a cable along a seven-,Board . The board is laying a cable along a seven-,0.0
2357,for the people the board will earn their good will .,for the people the board will earn their good will,0.0385
2358,resolute Premier of the Rhodesian Federation,resolute Premier of the Rhodesian Federation,0.0
2359,shakes the life out of his critics . He calls them,shakes the life out of his critics . He calls them,0.0
2360,Welensky justified in being so harsh to those who,Welensky justified in being so harsh to those who,0.0
2361,against African fanatics and woolly minded,against African fanatics and woolly minded,0.0
2362,disagree with him ? The facts answer that .,disagree with him ? The facts answer that,0.0465
2363,"GOOD for Sir Roy Welensky ! The tough ,","GOOD for Sir Roy Welensky ! The tough ,",0.0
2364,individuals in the West . Some may ask : Is,individuals in the West . Some may ask : Is,0.0
2365,""" jelly-boned . "" He promises to preserve federation",""" jelly-boned . "" He promises to preserve federation",0.0
2366,months . And what has it made of the Congo ?,months . And what has it made of the Congo ?,0.0
2367,"CONTRAST his firm , successful rule in Rhodesia","CONTRAST his firm , successful rule in Rhodesia",0.0
2368,Welensky has lost all patience with his,Welensky has lost all patience with his,0.0
2369,misguided tormentors .,misguided toonnentors .,0.1364
2370,"into practice . There a UNO army of Africans ,","into practice . There a UNO army of Africans ,",0.0
2371,A bloodstained shambles . No wonder,A bloodstained shambles . No wonder,0.0
2372,"bossed by an Indian , has been in charge for","bossed by an Indian , has been in charge for",0.0
2373,with what has happened in the Congo . There,with what has happened in the Congo . There,0.0
2374,Welensky's opponents have carried their theories,Welensky's opponents have carried their theories,0.0
2375,Office Savings Bank shows how wrong that,Office Savings Bank shows how wrong that,0.0
2376,to 19 .,to 19 .,0.0
2377,contempt . SOME people are for ever complaining,contempt . SOME people are for ever complaining,0.0
2378,when they get it . Now a survey of the Post,when they get it . Now a survey of the Post,0.0
2379,that teenagers earn too much and spend it all,that teenagers earn too much and spend it all,0.0
2380,They have earned his strictures . And his,They have earned his strictures . And his,0.0
2381,idea is . The biggest group of depositors in,idea is . The biggest group of depositors in,0.0
2382,the bank is made of boys and girls aged 15,the bank is made of boys and girls aged 15,0.0
2383,They say that our farmers do not seem to,They say that our farmers do not seem to,0.0
2384,that in the most prosperous days in this,that in the most prosperous days in this,0.0
2385,farmers for fighting against Danish competition .,farmers for fighting against Danish competition .,0.0
2386,people . THE Danes are annoyed with British,people . THE Danes are annoyed with British,0.0
2387,should still have a powerful appeal for young,should still have a powerful appeal for young,0.0
2388,Certainly teenagers earn more than ever before .,Certainly teenagers earn more than ever before .,0.0
2389,Certainly they spend more . But how splendid,Certainly they spend more . But how splendid,0.0
2390,understand the meaning of free trade .,understand the meaning of free trade .,0.0
2391,country's history the old-fashioned virtue of thrift,country's history the old-fashioned virtue of thrift,0.0
2392,now supplanted Britain as Denmark's,now supplanted Britain as Denmark's,0.0
2393,by free trade . It is that they should be free,by free trade . It is that they should be free,0.0
2394,principal supplier . The farmers of Britain,principal supplier . The farmers of Britain,0.0
2395,There is no doubt what the Danes understand,There is no doubt what the Danes understand,0.0
2396,more and more from our rivals . Germany has,more and more from our rivals . Germany has,0.0
2397,it .,it .,0.0
2398,"to sell as much as they like , while buying","to sell as much as they like , while buying",0.0
2399,understand free trade . That is why they fight,understand free trade . That is why they fight,0.0
2400,enterprises . Barry and Eric have enthusiasm . They,enterprises . Barry and Eric have enthusiasm . They,0.0
2401,reopened next week by Barry Flanagan and Eric,reopened next week by Barry Flanagan and Eric,0.0
2402,"Platt , both aged 19 . Eric says : "" We believe in the","Platt , both aged 19 . Eric says : "" We believe in the",0.0
2403,"cinema . And we know what people want . "" The","cinema . And we know what people want . "" The",0.0
2404,combination of enthusiasm and shrewd anticipation,combination of enthusiasm and shrewd anticipation,0.0
2405,of public taste has launched many great,of public taste has launched many great,0.0
2406,"THE Palace cinema at Buckley , near Chester , will be","THE Palace cinema at Buckley , near Chester , will be",0.0
2407,are backed by a resurgent film industry .,are backed by a resurgent film industry .,0.0
2408,most vital industry . It is increasingly dependent,most vital industry . It is increasingly dependent,0.0
2409,Cambridge want the study of agriculture to become,Cambridge want the study of agriculture to become,0.0
2410,provide men of knowledge and skill .,provide men of knowledge and skill .,0.0
2411,the old Palace . And Barry and Eric . DONS at,the old Palace . And Barry and Eric . DONS at,0.0
2412,It could be curtain up on two success stories . Of,It could be curtain up on two success stories . Of,0.0
2413,an honours degree course . Farming is Britain's,an honours degree course . Farming is Britain's,0.0
2414,on new techniques - and on the universities to,on new techniques - and on the universities to,0.0
2415,similar course in farming for 15 years !,similar course in farming for 15 years !,0.0
2416,The older universities are often accused of being,The older universities are often accused of being,0.0
2417,"JOHN GLENN , Virgil Grissom , Alan Shepard . One of","JOHN GLENN , Virgil Grissom , Alan Shepard . One of",0.0
2418,"living . Particularly as its rival , Oxford , has had a","living . Particularly as its rival , Oxford , has had a",0.0
2419,first journey into Space .,first journey into Space .,0.0
2420,the opportunity to show is just as interested in the,the opportunity to show is just as interested in the,0.0
2421,these three men has a date with destiny - the,these three men has a date with destiny - the,0.0
2422,interested only in dead subjects . Now Cambridge has,interested only in dead subjects . Now Cambridge has,0.0
2423,people believed that there were no more worlds to,people believed that there were no more worlds to,0.0
2424,conquer .,Conquer .,0.1111
2425,At the beginning of this wonderful century many,At the beginning of this wonderful century many,0.0
2426,The other incident occurred in the boat-train from Cherbourg,The other incident occurred in the boat-train from Cherbourg,0.0
2427,"took out a piece of paper , wrote his address on it and added :","took out a piece of paper , wrote his address on it and added :",0.0
2428,""" Anybody mucking the Yanks about had better call on me",Anybody mucking the Yanks about had better call on me,0.0364
2429,"first . I won't stand for it . "" Exit a puzzled American .","first . I won't stand for it . "" Exit a puzzled American .",0.0
2430,"Nobody 's going to shove 2ole Uncle Sam around ! "" He then","Nobody's going to shove 2ole Uncle Sam around ! "" He then",0.0172
2431,to Paris .,to Paris .,0.0
2432,"been in Britain many times before , were","been in Britain many times before , were",0.0
2433,The travellers from the New World who had,The travellers from the New World who had,0.0
2434,"out of unturned stones . ""","out of unturned stones . """,0.0
2435,"many a good trade unionist since then has , in the","many a good trade unionist since then has , in the",0.0
2436,"we knew it all , but you Britishers never run","we knew it all , but you Britishers never run",0.0
2437,the theoretical Luddite hammer again .,the theoretical Luddite hammer again .,0.0
2438,"darndest , I offer these sad complexities . IN the 1830's","darndest , I offer these sad complexities . IN the 1830's",0.0
2439,"hope of improving the lot of his fellow workers , taken","hope of improving the lot of his fellow workers , taken",0.0
2440,"To the British Travel Association , doing their excellent","To the British Travel Association , doing their excellent",0.0
2441,the Luddites took sledge-hammers to their looms and,the Luddites took sledge-hammers to their looms and,0.0
2442,"slightly stunned . Afterwards they said : "" We thought","slightly stunned . Afterwards they said : "" We thought",0.0
2443,in Los Angeles . They have developed a new,in Los Angeles . They have developed a new,0.0
2444,the stop-watch manufacturing methods that,the stop-watch manufacturing methods that,0.0
2445,system whereby completely untrained workers,system whereby completely untrained workers,0.0
2446,can be taught their trade by means of tape,can be taught their trade by means of tape,0.0
2447,have # led to restrictive practices . Now a new,have # led to restrictive practices . Now a new,0.0
2448,Hence the hostility to automation and,Hence the hostility to automation and,0.0
2449,threat to those who toil and spin has been,threat to those who toil and spin has been,0.0
2450,recordings and television .,recordings and television .,0.0
2451,developed by a firm specialising in electronics,developed by a firm specialising in electronics,0.0
2452,What happens is that the unskilled worker,What happens is that the unskilled worker,0.0
2453,set of skilled manufacturing processes in one,set of skilled manufacturing processes in one,0.0
2454,Not only can the raw human mind be,Not only can the raw human mind be,0.0
2455,"audio-TV training techniques , he can be switched","audio-TV training techniques , he can be switched",0.0
2456,"explanatory TV pictures , into becoming a highly","explanatory TV pictures , into becoming a highly",0.0
2457,instructions on how to do the job coupled with,instructions on how to do the job coupled with,0.0
2458,technically equipped very quickly to do one,technically equipped very quickly to do one,0.0
2459,"trade but , by being given another of the new","trade but , by being given another of the new",0.0
2460,"is processed , by high-speed listening to recorded","is processed , by high-speed listening to recorded",0.0
2461,"skilled , obedient craftsman in no time at all .","skilled , obedient craftsman in no time at all .",0.0
2462,to a different industry if he just gives in and,to a different industry if he just gives in and,0.0
2463,"with ball , bats and wickets between","with ball , bats and wickets between",0.0
2464,# two sides consisting of eleven players,# two sides consisting of eleven players,0.0
2465,for a completely new job in less time,for a completely new job in less time,0.0
2466,factory to becoming a paint sprayer in,factory to becoming a paint sprayer in,0.0
2467,"Dictionary , is "" an open air game played","Dictionary , is "" an open air game played",0.0
2468,"Martyrs ! "" "" CRICKET , "" says the Oxford","Martyrs ! "" "" CRICKET , "" says the Oxford",0.0
2469,"a ceramic factory , he can be qualified","a ceramic factory , he can be qualified",0.0
2470,"each . "" Not so , dear Oxford Dictionary .","each . "" Not so , dear Oxford Dictionary .",0.0
2471,From being an assembler in an aircraft,From being an assembler in an aircraft,0.0
2472,"than it takes to say "" Tolpuddle","than it takes to say "" Tolpuddle",0.0
2473,What would THEY have thought of,What would THEY have thought of,0.0
2474,the pitch with their optical,the pitch with their optical,0.0
2475,"with a theodolite , six surveyors , a ball ;","with a theodolite , six surveyors , a bell ;",0.0227
2476,You are out of date . Cricket in 1961 is played,You are out of date . Cricket in 1961 is played,0.0
2477,of the village stalwarts of Hambledon who,of the village stalwarts of Hambledon who,0.0
2478,these civil engineers creeping about,these civil engineers creeping about,0.0
2479,are now the patron saints of the game !,are now the patron saints of the game !,0.0
2480,bats and wickets between two sides . Shades,bats and wickets between two sides . Shades,0.0
2481,instruments ?,instruments ?,0.0
2482,on a pitch have no terrors for a good batsman with a stout,on a pitch have no terrors for a good batsman with a stout,0.0
2483,mighty six these days as rare as frostbite in summer .,mighty six these days as rare as frostbite in summer,0.037
2484,"heart , a firm grip on the willow and a hefty contempt for","heart , a firm grip on the willow and a hefty contempt for",0.0
2485,batting averages and all the statistical blight that makes a,butting averages and all the statistical light that makes a,0.0333
2486,The village green is the real home of cricket . A couple of bumps,The village green is the real home of cricket . A couple of bumps,0.0
2487,EICHMANN continues # to reveal the extraordinary divisions of the,ERHMANN continues # to reveal the extraordinary divisions of the,0.0308
2488,German mind . Not content with arguing that he was only an,German mind . Not content with arguing that he was only an,0.0
2489,endless massacre that led to the death of six million Jews was,endless massacre that led to the death of six million Jews was,0.0
2490,""" decent , feasible and workable . ""","decent , feasible and workable . """,0.0556
2491,They 'll be clapping the man who plays a straight theodolite next .,They'll be clapping the man who plays a straight theodolite next,0.0448
2492,"efficient cog in the machine , he now claims that part of the","efficient cog in the machine , he now claims that part of the",0.0
2493,"He feels satisfaction "" from the fact that my personality had been","the feels satisfaction "" from the fact that my personality had been",0.0303
2494,"Like Dr. Globke , whom I interviewed the other day , Eichmann","like Dr. Globke , whom I interviewed the other day , Eichmann",0.0164
2495,Pontius Pilate who washed his hands before the multitude,Pontius Pilate who washed his hands before the multitude,0.0
2496,said :,fered :,0.6667
2497,"saying : "" I am innocent of the blood of this just person . ""","saying : "" I am innocent of the blood of this just person . """,0.0
2498,"tested and weighed and not found wanting . "" He feels like","tested and weighed and not found wanting . "" He feels like",0.0
2499,""" I drew a certain solace from the fact that I did what I",I drew a certain solace from the fact that I did what I,0.0351
2500,when he pleads that he was only a small unit on the base,when he pleads that he was only a small unit on the base,0.0
2501,led to the top .,led to the top .,0.0
