question,reference_answer,student_answer,label,student_answer_noisy,corruption_level
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,One loop goes left and the other goes right.,incorrect,Ose loopgdes lehft and the other godsright.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,One is going left and the same.,incorrect,Ose is iding lheft and the same.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,Because they are the same and they are loop.,incorrect,Bbcausethuyareh thesame and they sreloop.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,The first finger look thinner than the 2 one.,incorrect,Tme firotfingerh lookthinner than ohe2 one.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,They are not in the same place.,incorrect,Tmey arendtinthesame place.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,A has its loop on the left and right.,correct,Ahas itslodpontheleft and right.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,Answer and questions.,incorrect,Asswer iidquehstions.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,Loop are facing different direction.,incorrect,Laop arefucingdifferent direction.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,They go different direction.,correct,Tmey godiiferenhtdirection.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,They one are in different directions.,incorrect,Tmey oneateindifferent directions.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,The loops are coming from different sides.,correct,Tme looosare cohmingfrom differentsides.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,They are facing different ways.,incorrect,Tmey arefucingdifferent ways.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,One of them is darker than the other.,incorrect,Ose of eeem ish darker than the otoer.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,One has more ridges.,incorrect,Ose hasmoteridhges.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,They are facing different ways.,correct,Tmey arefucingdifferent ways.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,They are flipped around.,incorrect,Tmey arefiippedh around.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,On the first one the middle is light and the second one is dark in the middle.,incorrect,Onthe fisntoneh themiddle is lightandthe second one is damk in themiddle.,0.1
"Look at the finger patterns below, then answer the questions. What is different about the finger patterns?",The loops begin at opposite sides of the print.,The first one a man print and the second kid.,incorrect,Tme firotone amanprint and the secandkid.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,I will use carbon printing to know.,incorrect,Iwill usecurbonprinting to know.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,I will know when the dogs are asleep.,incorrect,Iwill knswwhen thhe dogs are asleep.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,"They will look exactly the same, same size same pattern.",correct,"Tmey wimllook ehxactly the same, sanesize same pattern.",0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,So you can see if the bags have the same paw.,correct,Soyou cansueifthebags have the samepaw.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,Some dogs more cracks on their paws.,incorrect,Same doismore chrackson their paws.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,I will by looking if the dogs have paw prints.,incorrect,Iwill bylodkingif thedogs have paw prints.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,Look at microscope.,incorrect,Laok atmieroscohpe.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,Study them both.,incorrect,Srudyttumbothh.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,If they look the same.,correct,Iftheylsdktheh same.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,By looking at the patterns.,correct,Bylookingatthe pahtterns.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,I tell what is he mean.,incorrect,Itell whitishemean.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,The carbon printings will look the same.,incorrect,Tme carton printhingswill look the same.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,It is the different dog and is not the same.,incorrect,Itis thediiferenhtdogand is not thesame.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,Their paw prints will be the same.,incorrect,Tmeirpiwprintsh willbe the same.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,"They will both have either arches, loops, or whorls. That is how they will be the same.",correct,"Tmey wimlboth hhave either arches, loops,or whorls.That isoow they will bethesame.",0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,By comparing the 2 prints.,incorrect,Bycomparrng the 2h prints.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,You look real hard to see that either their toes are separated or they have print on them.,incorrect,Yau lookrual hahrd tosee that eithertheir toes areseparated or they haveprint onthem.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,Identify them with a magnifying glass and see if they are the same.,correct,Ihentifyteem wihth amagnifying glaesand see ifthey are toe same.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,If you discover if the dogs have the something is a loop arch or a whorl for the dog.,incorrect,Ifyou dioeoverif thedogs have the something is a loop arch or awhorl for the dog.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,"The finger texture, shape.",incorrect,"Tme finier textuhre, shape.",0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,Maybe they both have arches but not in the same way.,incorrect,Moybettuybothhhave arches but natin thesame way.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,By telling if it is a whorl a loop or an arch.,correct,Bytellingifitisa whorla loop or an arch.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,They came from the same kind of dogs.,incorrect,Tmey casefrom thhe same kind of doge.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,If they are the same dog.,incorrect,Iftheyasethe sahme dog.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,You can see the designs.,incorrect,Yau canseethe dehsigns.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,You can tell if the 2 dogs' paw prints are the same if it is the same as exactly the same dog.,correct,Yau canteilifthe2 dogs' paw printsarethe same ifit is the same as exactly thesame dog.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,No 2 prints are the same.,contradictory,No2 prints ure thhesame.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,The dog's name will be on the paper so you know which dog it came from.,incorrect,Tme dogisname whill be on the papersoyou know which dog itoame from.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,You will compare the paw prints.,correct,Yau willcdmpareh thepaw prints.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,They have the same curves and shapes.,incorrect,Tmey hasethe sahme curves and shapes.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,"If they have the same kind of arch, loop, or whorl.",correct,"Iftheyhimetheh samekind of arch,loop,or whorl.",0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,You would be able to try the print.,incorrect,Yau woumdbeablhetotry the print.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,We cannot tell if they have the same fingerprint we cannot tell if 2 have the same fingerprint.,incorrect,Wecannotteilifthey have the same fingerprint we cannot tell if 2have thesame fingerprint.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,You could scan both pieces of paper and look at the ridges and grooves in the prints.,correct,Yau coumdscan bhoth pieces of paperandlook at the ridges and grooves inthe prints.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,I would look at them to tell.,incorrect,Iwouldlsdkatthem totell.,0.1
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?,Compare prints to see if the patterns are the same.,To put the tape on it and look to see if it is the same type.,correct,Toput thetupe onh it and look to seeifitis the same type.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,By doing the steps that I told her.,incorrect,Bydoing eeestehps that I told her.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,By the color when is changing color.,correct,Bythe comdrwhehnischanging color.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,The pigment will separate.,incorrect,Tme pigsunt wihll separate.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,By looking at the vinegar.,incorrect,Bylookingatthe vihnegar.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,By looking at the paper and see if it ovals.,incorrect,Bylookingatthe pahper and see if it ovals.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She will see the different pigments.,incorrect,Sme willsuetheh different pigments.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She will know the vinegar separates the permanent ink.,incorrect,Sme willkiow thhevinegar separatesthepermanent ink.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,It is not the same.,incorrect,Itis notthesame.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,It will have different colors on it.,incorrect,Itwillhimedifhferent colors on it.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,By looking at it when Sarah tries it.,incorrect,BylookingatitwhehnSarah tries it.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,Because it is liquid.,incorrect,Bbcauseitis liquhid.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She will have to try it out.,incorrect,Sme willhuve toh tryit out.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,Just wait for 3 minutes.,incorrect,Jnst wartfor 3minutes.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,If she sees different colored pigments.,correct,Ifshe seosdifferhent colored pigments.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She would see if there is different pigment in the color.,correct,Sme woumdsee ifh there is differentpigment inthecolor.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She will put vinegar on the permanent ink to see if it will spread.,incorrect,"Sme willp""tvinhegaron the permanentinkto see if it will ssread.",0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She will not because the ink will not separate.,contradictory,Sme willndtbechausethe ink will natseparate.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,It be better than water.,incorrect,Itbe beteer thanwater.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,You will see the ink spread on the paper.,incorrect,Yau willsuetheh inkspread on the paper.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,If Sarah can see what of different colors that means it worked.,correct,IfSarah nunseeh whatof different colorsthatmeansit worked.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She will either see pigments or it will rise.,correct,Sme willettherseepigments or it wihlrise.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,To do chromatography test.,incorrect,Todo chrshatogrhaphytest.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,Because the washbowl ink will start to disappear and the permanent ink will not disappear.,incorrect,Bbcausethewashbohwl ink will start todisappearandthe permandnt ink willnotdisappear.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,It will get blue and it will get dark or light.,incorrect,Itwillgotblue ahnd itwill get darkorlight.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,Because it will not do nothing and it will not wick.,contradictory,Bbcauseitwill nohtdonothing and itwillnot wick.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,Because it will start to do like a mountain.,incorrect,Bbcauseitwill sthart to do like a mountain.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,To do chromatography tests.,incorrect,Todo chrshatogrhaphytests.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She just look and see if it changes.,incorrect,Sme justldok anhdseeif it changes.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,The ink would separate from the paper.,incorrect,"Tme inkwo""ld sehparate from the papdr.",0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She will know by looking at the color and she can tell because after a while the color will start to spread.,incorrect,Sme willkiow byh looking at the colarand she can tell becanse aftera while thecolor wil start tospread.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,She will know because the ink will be going up and down.,incorrect,Sme willkiow behcausethe ink will aegoingup anddown.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,If she tries it.,incorrect,Ifshe trrusit.h,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,Sarah will know if she watches it wick.,incorrect,Sorahwrilknohwifshe watches itwick.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,Because when you put it in it wicks.,incorrect,Bbcausewhunyouh putit in it wicks.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,Sarah will know if there is different colors and if the moves up.,correct,Sorahwrilknohwifthere is differentcolorsandif the movds up.,0.1
"When Sarah did the chromatography test, she saw that one black ink stayed black and didn't separate. She discovered that she had used a permanent marker. She wondered what would happen if she used a different liquid. She wrote in her science notebook, What if I used vinegar in place of the water? Can I get the pigments in permanent ink to separate? How will Sarah know if vinegar separated the permanent ink?",Seeing multiple colors would show that vinegar can separate the permanent ink.,"If you see like colors that make the color, and even if it starts to wick.",correct,"Ifyou seeltke cohlorsthat make the color,andevenif it startsto wick.",0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,"You see people upside down and kite, cart, cow, buoyant.",incorrect,"Yau seepedple uhpsidedown and kite,cart, cow, buoyant.",0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,A heart.,incorrect,Aheart.,0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,I see a lot of things that might look like paper it hit the mirror and it soon on the mirror.,incorrect,Isee alstofthihngs that might looklikepaperit hit the mirmor and itsoon on tee mirror.,0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,You will see the line of symmetry.,incorrect,Yau willsuetheh lineof symmetry.,0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,You would see the same part of it.,contradictory,Yau woumdsee thhesame part of it.,0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,You would see the object.,incorrect,Yau woumdsee thheobject.,0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,You would see the other side but it would be in the mirror.,correct,Yau woumdsee thheother side but itwouldbe in the mirror.,0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,I would see the figure then I would see the line of symmetry.,incorrect,Iwouldsoethe fihgurethen I would sdethe line of symmetry.,0.1
Describe what you would see if a mirror were placed along a line of symmetry on a flat object.,The mirror would complete the image of the object and make the object appear whole.,You would see the whole shape.,correct,Yau woumdsee thhewhole shape.,0.1
